id,name,type,level,rarity,vendor_value
9292,Bag of Lifted Goods,Container,0,Basic,29
9293,Bag of Stolen Goods,Container,0,Basic,32
9294,Tiny Miner's Bag,Container,0,Basic,7
9295,Small Miner's Bag,Container,0,Basic,11
9296,Light Miner's Bag,Container,0,Basic,15
9297,Miner's Bag,Container,0,Basic,18
9298,Miner's Sack,Container,0,Basic,22
9299,Medium Miner's Bag,Container,0,Basic,25
9300,Large Miner's Bag,Container,0,Basic,29
9301,Heavy Miner's Bag,Container,0,Basic,32
9302,Tiny Stolen Supplies Bag,Container,0,Basic,7
9303,Small Stolen Supplies Bag,Container,0,Basic,11
9304,Light Stolen Supplies Bag,Container,0,Basic,15
9305,Stolen Supplies Bag,Container,0,Basic,18
9306,Stolen Supplies Sack,Container,0,Basic,22
9307,Medium Stolen Supplies Bag,Container,0,Basic,25
9308,Large Stolen Supplies Bag,Container,0,Basic,29
9309,Heavy Stolen Supplies Bag,Container,0,Basic,32
9310,Tiny Bag of Trinkets,Container,0,Basic,7
9311,Small Bag of Trinkets,Container,0,Basic,11
9312,Light Bag of Trinkets,Container,0,Basic,15
9313,Bag of Trinkets,Container,0,Basic,18
9314,Sack of Trinkets,Container,0,Basic,22
9315,Medium Bag of Trinkets,Container,0,Basic,25
9316,Large Bag of Trinkets,Container,0,Basic,29
9317,Heavy Bag of Trinkets,Container,0,Basic,32
9318,Tiny Bag of Supplies,Container,0,Basic,7
9319,Small Bag of Supplies,Container,0,Basic,11
9320,Light Bag of Supplies,Container,0,Basic,15
9321,Bag of Supplies,Container,0,Basic,18
9322,Sack of Supplies,Container,0,Basic,22
9323,Medium Bag of Supplies,Container,0,Basic,25
9324,Large Bag of Supplies,Container,0,Basic,29
9325,Heavy Bag of Supplies,Container,0,Basic,32
9326,Bag of Testing Materials,Container,0,Basic,7
9327,Bag of Developmental Materials,Container,0,Basic,11
9328,Bag of Experimental Materials,Container,0,Basic,15
9329,Bag of Laboratory Materials,Container,0,Basic,18
9330,Bag of Provisional Materials,Container,0,Basic,22
9331,Bag of Exploratory Materials,Container,0,Basic,25
9332,Bag of Theoretical Materials,Container,0,Basic,29
9333,Bag of Alchemical Materials,Container,0,Basic,32
9334,Tiny Thorned Bag,Container,0,Basic,7
9335,Small Thorned Bag,Container,0,Basic,11
9336,Light Thorned Bag,Container,0,Basic,15
9337,Thorned Bag,Container,0,Basic,18
9338,Thorned Sack,Container,0,Basic,22
9339,Medium Thorned Bag,Container,0,Basic,25
9340,Large Thorned Bag,Container,0,Basic,29
9341,Heavy Thorned Bag,Container,0,Basic,32
9342,Tiny Bag of Booty,Container,0,Basic,7
9343,Small Bag of Booty,Container,0,Basic,11
9344,Light Bag of Booty,Container,0,Basic,15
9345,Bag of Booty,Container,0,Basic,18
9346,Sack of Booty,Container,0,Basic,22
9347,Medium Bag of Booty,Container,0,Basic,25
9348,Large Bag of Booty,Container,0,Basic,29
9349,Heavy Bag of Booty,Container,0,Basic,32
9350,Tiny Bag of Skritt Shinies,Container,0,Basic,7
9351,Small Bag of Skritt Shinies,Container,0,Basic,11
9352,Light Bag of Skritt Shinies,Container,0,Basic,15
9353,Bag of Skritt Shinies,Container,0,Basic,18
9354,Sack of Skritt Shinies,Container,0,Basic,22
9355,Medium Bag of Skritt Shinies,Container,0,Basic,25
9356,Large Bag of Skritt Shinies,Container,0,Basic,29
9357,Heavy Bag of Skritt Shinies,Container,0,Basic,32
9358,Tiny Icy Bag,Container,0,Basic,7
9359,Small Icy Bag,Container,0,Basic,11
9360,Light Icy Bag,Container,0,Basic,15
9361,Icy Bag,Container,0,Basic,18
9362,Icy Sack,Container,0,Basic,22
9363,Medium Icy Bag,Container,0,Basic,25
9364,Large Icy Bag,Container,0,Basic,29
9365,Heavy Icy Bag,Container,0,Basic,32
9366,Tiny Moldy Bag,Container,0,Basic,7
9367,Small Moldy Bag,Container,0,Basic,11
9368,Light Moldy Bag,Container,0,Basic,15
9369,Moldy Bag,Container,0,Basic,18
9370,Moldy Sack,Container,0,Basic,22
9371,Medium Moldy Bag,Container,0,Basic,25
9372,Large Moldy Bag,Container,0,Basic,29
9373,Heavy Moldy Bag,Container,0,Basic,32
9374,Tiny Treat Bag,Container,0,Basic,7
9375,Small Treat Bag,Container,0,Basic,11
9376,Light Treat Bag,Container,0,Basic,15
9377,Treat Bag,Container,0,Basic,18
9378,Treat Sack,Container,0,Basic,22
9379,Medium Treat Bag,Container,0,Basic,25
9380,Large Treat Bag,Container,0,Basic,29
9381,Heavy Treat Bag,Container,0,Basic,32
9383,Recipe: Trail Mix,Consumable,0,Fine,11
9386,Recipe: Quiet Leather Leggings,Consumable,0,Masterwork,22
9388,Recipe: Front Line Stew,Consumable,21,Basic,6
9391,Recipe: Crusader's Shield,Consumable,0,Masterwork,22
9392,Recipe: Experimenter's Collection Staff,Consumable,0,Masterwork,22
9394,Recipe: Excavator's Gloves,Consumable,0,Masterwork,22
9397,Recipe: Caer Pauldrons,Consumable,0,Masterwork,22
9399,Recipe: Mushroom Soup,Consumable,0,Basic,6
9400,Recipe: Experimental Skritt Musket,Consumable,17,Fine,11
9402,Recipe: Darkvine Cloth Gloves,Consumable,0,Fine,11
9404,8 Slot Rawhide Leather Pack,Bag,0,Basic,11
9405,Recipe: Darkvine Leather Gloves,Consumable,0,Fine,11
9406,8 Slot Jute Bag,Bag,0,Basic,11
9407,Recipe: Darkvine Gauntlets,Consumable,0,Fine,11
9408,Recipe: Enchanted Rock Pendant,Consumable,0,Fine,4
9409,10 Slot Wool Bag,Bag,0,Basic,17
9410,Recipe: Atzintli's Spear,Consumable,0,Fine,11
9411,12 Slot Cotton Bag,Bag,0,Basic,22
9412,Recipe: Warden Rations,Consumable,0,Basic,6
9413,15 Slot Linen Bag,Bag,0,Basic,27
9414,10 Slot Thin Leather Pack,Bag,0,Basic,17
9415,Recipe: Soundless Warhorn,Consumable,0,Fine,11
9416,12 Slot Coarse Leather Pack,Bag,0,Basic,22
9418,15 Slot Rugged Leather Pack,Bag,0,Basic,27
9420,8 Slot Reinforced Bronze Box,Bag,0,Basic,11
9421,10 Slot Iron Box,Bag,0,Basic,17
9422,12 Slot Steel Box,Bag,0,Basic,22
9423,15 Slot Darksteel Box,Bag,0,Basic,27
9426,8 Slot Invisible Pack,Bag,0,Fine,22
9427,8 Slot Oiled Pack,Bag,0,Fine,22
9429,8 Slot Equipment Box,Bag,0,Fine,22
9430,8 Slot Safe Box,Bag,0,Fine,22
9431,Rough Sharpening Stone,Consumable,0,Fine,4
9433,Simple Sharpening Stone,Consumable,15,Fine,12
9436,Standard Sharpening Stone,Consumable,30,Fine,17
9437,10 Slot Invisible Pack,Bag,0,Fine,33
9438,Quality Sharpening Stone,Consumable,45,Fine,23
9439,10 Slot Oiled Pack,Bag,0,Fine,33
9440,Hardened Sharpening Stone,Consumable,60,Fine,28
9443,Superior Sharpening Stone,Consumable,80,Fine,33
9444,12 Slot Invisible Pack,Bag,0,Fine,22
9445,12 Slot Oiled Pack,Bag,0,Fine,22
9448,15 Slot Invisible Pack,Bag,0,Fine,22
9449,15 Slot Oiled Pack,Bag,0,Fine,22
9451,10 Slot Equipment Box,Bag,0,Fine,33
9452,Apprentice Maintenance Oil,Consumable,0,Fine,4
9453,Journeyman Maintenance Oil,Consumable,15,Fine,12
9454,10 Slot Safe Box,Bag,0,Fine,33
9456,Standard Maintenance Oil,Consumable,30,Fine,17
9458,Artisan Maintenance Oil,Consumable,45,Fine,23
9459,15 Slot Equipment Box,Bag,0,Fine,54
9460,Quality Maintenance Oil,Consumable,60,Fine,28
9461,Master Maintenance Oil,Consumable,80,Fine,33
9462,15 Slot Safe Box,Bag,0,Fine,54
9464,Apprentice Tuning Crystal,Consumable,0,Fine,4
9466,12 Slot Safe Box,Bag,0,Fine,43
9467,Journeyman Tuning Crystal,Consumable,15,Fine,12
9468,12 Slot Equipment Box,Bag,0,Fine,43
9469,Standard Tuning Crystal,Consumable,30,Fine,17
9472,Artisan Tuning Crystal,Consumable,45,Fine,23
9473,Quality Tuning Crystal,Consumable,60,Fine,28
9476,Master Tuning Crystal,Consumable,80,Fine,33
9478,8 Slot Craftsman's Bag,Bag,0,Fine,22
9480,8 Slot Invisible Bag,Bag,0,Fine,22
9482,10 Slot Craftsman's Bag,Bag,0,Fine,33
9484,10 Slot Invisible Bag,Bag,0,Fine,33
9486,12 Slot Craftsman's Bag,Bag,0,Fine,22
9488,12 Slot Invisible Bag,Bag,0,Fine,22
9491,15 Slot Invisible Bag,Bag,0,Fine,22
9493,Recipe: Drottot's Poached Eggs,Consumable,0,Basic,2
9494,15 Slot Craftsman's Bag,Bag,0,Fine,22
9497,Eda's Apple Pie Recipe,Consumable,0,Basic,5
9499,Recipe: Ash Legion's Boot,Consumable,0,Masterwork,18
9500,Recipe: Ash Legion's Leggings,Consumable,0,Masterwork,18
9501,Recipe: Ash Legion's Coat,Consumable,0,Masterwork,18
9502,Recipe: Ash Legion's Gloves,Consumable,0,Masterwork,18
9503,Recipe: Cleaver,Consumable,0,Masterwork,18
9504,Recipe: Sword,Consumable,0,Masterwork,18
9505,Recipe: Greatsword,Consumable,0,Masterwork,18
9506,Recipe: Meat Carver,Consumable,0,Masterwork,18
9507,Recipe: Hammer,Consumable,0,Masterwork,18
9508,Recipe: Mace,Consumable,0,Masterwork,18
9509,Recipe: Spear,Consumable,0,Masterwork,18
9510,Recipe: Longbow,Consumable,0,Masterwork,18
9511,Recipe: Short Bow,Consumable,0,Masterwork,18
9512,Recipe: Torch,Consumable,0,Masterwork,18
9513,Recipe: Warhorn,Consumable,0,Masterwork,18
9514,Recipe: Speargun,Consumable,0,Masterwork,18
9515,Recipe: Kastaz Strongpaw Stuffed Poultry,Consumable,17,Fine,13
9516,Recipe: Iron Legion Boots,Consumable,0,Masterwork,18
9517,Recipe: Iron Legion Coat,Consumable,0,Masterwork,18
9518,Recipe: Iron Legion Gloves,Consumable,0,Masterwork,18
9519,Recipe: Iron Legion Leggings,Consumable,0,Masterwork,18
9520,Recipe: Iron Legion Helm,Consumable,0,Masterwork,18
9521,Recipe: Water Filter,Consumable,0,Masterwork,18
9522,Recipe: Bloodsaw work Boots,Consumable,0,Masterwork,18
9523,Recipe: Bloodsaw work Coat,Consumable,0,Masterwork,18
9524,Recipe: Bloodsaw work pants,Consumable,0,Masterwork,18
9525,Recipe: Bloodsaw work helm,Consumable,0,Masterwork,18
9526,Recipe: Bloodsaw work shoulders,Consumable,0,Masterwork,18
9527,Recipe: Bloodsaw work gloves,Consumable,0,Masterwork,18
9529,Recipe: Trident,Consumable,0,Masterwork,22
9530,Recipe: Flame Legion Staff,Consumable,0,Masterwork,26
9531,Recipe: Flame Legion Scepter,Consumable,0,Masterwork,26
9532,Recipe: Flame Legion Focus,Consumable,0,Masterwork,26
9533,Recipe: Moogooloo Harpoon,Consumable,0,Masterwork,24
9534,Recipe: Ascalonian Herbs,Consumable,0,Basic,4
9535,Recipe: Ettin Stew,Consumable,0,Fine,7
9536,Recipe: Shadow Shoes,Consumable,0,Masterwork,18
9537,Recipe: Shadow Garb,Consumable,0,Masterwork,18
9538,Recipe: Shadow Gloves,Consumable,0,Masterwork,18
9539,Recipe: Shadow Leggings,Consumable,0,Masterwork,18
9540,Recipe: Shadow Mantle,Consumable,0,Masterwork,18
9541,Recipe: Shadow Helm,Consumable,0,Masterwork,18
9543,Recipe: Sticky Bread,Consumable,0,Basic,5
9544,Recipe: Outrider Stew,Consumable,0,Basic,4
9547,Recipe: Owl Amulet,Consumable,0,Masterwork,22
9548,Recipe: Deldrimor Ring Replica,Consumable,0,Masterwork,22
9549,Recipe: Grawl Snowman Potion,Consumable,0,Masterwork,26
9550,Recipe: Eggs Beetletun,Consumable,0,Fine,5
9551,Recipe: Moogooloo Trident,Consumable,0,Masterwork,24
9552,Recipe: Moogooloo Speargun,Consumable,0,Masterwork,24
9553,Recipe: Match Grade Standard Rifle,Consumable,0,Masterwork,25
9554,Recipe: Copper Mace,Consumable,0,Fine,9
9556,Recipe: Copper Sword,Consumable,0,Fine,9
9557,Recipe: Skale Repeater,Consumable,0,Fine,11
9560,Recipe: Dolyak Stew,Consumable,0,Basic,4
9561,Recipe: Crystal Scroll,Consumable,0,Fine,7
9562,Recipe: Skale Poking Stick,Consumable,0,Fine,7
9563,Recipe: Celebratory Meat,Consumable,0,Fine,10
9564,Recipe: Wrangler's Bag,Consumable,0,Basic,6
9565,Recipe: Owl Amulet,Consumable,0,Fine,11
9566,18 Slot Silk Bag,Bag,0,Basic,27
9567,18 Slot Craftsman's Bag,Bag,0,Fine,22
9569,18 Slot Invisible Bag,Bag,0,Fine,22
9571,20 Slot Gossamer Bag,Bag,0,Basic,27
9572,20 Slot Craftsman's Bag,Bag,0,Fine,22
9574,20 Slot Invisible Bag,Bag,0,Fine,22
9576,18 Slot Thick Leather Pack,Bag,0,Basic,27
9579,18 Slot Invisible Pack,Bag,0,Fine,22
9580,18 Slot Oiled Pack,Bag,0,Fine,22
9581,20 Slot Hardened Leather Pack,Bag,0,Basic,27
9584,20 Slot Invisible Pack,Bag,0,Fine,22
9585,20 Slot Oiled Pack,Bag,0,Fine,22
9586,18 Slot Mithril Box,Bag,0,Basic,27
9588,18 Slot Equipment Box,Bag,0,Fine,54
9589,18 Slot Safe Box,Bag,0,Fine,54
9591,20 Slot Orichalcum Box,Bag,0,Basic,27
9593,20 Slot Equipment Box,Bag,0,Fine,54
9594,20 Slot Safe Box,Bag,0,Fine,54
9597,Recipe: Irradiated Sword,Consumable,0,Masterwork,17
9599,Recipe: Irradiated Pistol,Consumable,0,Fine,9
9601,Recipe: Irradiated Focus,Consumable,0,Masterwork,17
9603,Recipe: Griffon Egg Omelet,Consumable,0,Fine,23
9604,Recipe: Minotaur Steak,Consumable,0,Fine,2
9605,Recipe: Ascalon Ghost Potion,Consumable,0,Masterwork,32
9606,Recipe: Raspberry Pie,Consumable,0,Basic,1
9607,Recipe: Arctodus Amulet,Consumable,0,Masterwork,40
9609,Recipe: 10 Slot Ogre Bag,Consumable,0,Basic,5
9610,Recipe: Chieftan's Mace,Consumable,0,Masterwork,18
9611,Recipe: Sweptweave Rifle,Consumable,0,Masterwork,18
9613,Recipe: Degun Stew,Consumable,0,Fine,9
9614,Recipe: Tasty Wurm Stew,Consumable,0,Fine,9
9615,Recipe: Gift of Metal,Consumable,0,Legendary,12500
9616,Recipe: Gift of Ice,Consumable,0,Legendary,12500
9617,Recipe: Gift of Wood,Consumable,0,Legendary,12500
9618,Recipe: Gift of Energy,Consumable,0,Legendary,12500
9619,Recipe: Hylek Beaded Necklace,Consumable,0,Fine,24
9620,Recipe: Potion of Azantil,Consumable,0,Basic,12
9621,Recipe: Gift of Nature,Consumable,0,Legendary,12500
9622,Recipe: Unicorn Statue,Consumable,0,Legendary,12500
9623,Recipe: Gift of History,Consumable,0,Legendary,12500
9624,Recipe: Gift of Music,Consumable,0,Legendary,12500
9625,Recipe: Gift of Darkness,Consumable,0,Legendary,12500
9626,Recipe: Gift of Light,Consumable,0,Legendary,12500
9627,Recipe: Vial of Quicksilver,Consumable,0,Legendary,12500
9628,Recipe: Gift of Entertainment,Consumable,0,Legendary,12500
9629,Recipe: Gift of Stealth,Consumable,0,Legendary,12500
9630,Recipe: Gift of Weather,Consumable,0,Legendary,12500
9631,Recipe: Liquid Flame,Consumable,0,Legendary,12500
9632,Recipe: Gift of Color,Consumable,0,Legendary,12500
9633,Recipe: Gift of Lightning,Consumable,0,Legendary,12500
9634,Recipe: Wolf Statue,Consumable,0,Legendary,12500
9635,Recipe: Shark Statue,Consumable,0,Legendary,12500
9636,Recipe: Eel Statue,Consumable,0,Legendary,12500
9637,Recipe: Gift of Water,Consumable,0,Legendary,12500
9638,Recipe: Tray of Banana Cream Pies,Consumable,25,Masterwork,31
9639,Recipe: Tray of Chocolate Bananas,Consumable,25,Masterwork,31
9640,Recipe: Giant Chocolate Cake,Consumable,25,Masterwork,31
9641,Recipe: Tray of Lemon Poppy Seed Muffins,Consumable,25,Masterwork,31
9642,Recipe: Tray of Strawberry Apple Compote,Consumable,25,Masterwork,31
9643,Recipe: Tray of Strawberry Cookies,Consumable,25,Masterwork,31
9644,Recipe: Tray of Strawberry Pies,Consumable,25,Masterwork,31
9645,Recipe: Tray of Strawberry Tarts,Consumable,25,Masterwork,31
9646,Recipe: Tray of Cherry Almond Bars,Consumable,40,Masterwork,41
9647,Recipe: Tray of Cherry Cookies,Consumable,40,Masterwork,41
9648,Recipe: Tray of Cherry Pies,Consumable,40,Masterwork,41
9649,Recipe: Tray of Cherry Tarts,Consumable,40,Masterwork,41
9650,Recipe: Tray of Cherry Vanilla Compote,Consumable,40,Masterwork,41
9651,Recipe: Tray of Chocolate Cherries,Consumable,40,Masterwork,41
9652,Recipe: Giant Chocolate Cherry Cake,Consumable,40,Masterwork,41
9653,Recipe: Tray of Chocolate Chip Cookies,Consumable,40,Masterwork,41
9654,Recipe: Tray of Grape Pies,Consumable,40,Masterwork,41
9655,Recipe: Tray of Blackberry Cookies,Consumable,55,Masterwork,52
9656,Recipe: Tray of Blackberry Pear Compote,Consumable,55,Masterwork,52
9657,Recipe: Tray of Blackberry Pies,Consumable,55,Masterwork,52
9658,Recipe: Tray of Chocolate Mint Cookies,Consumable,55,Masterwork,52
9659,Recipe: Tray of Chocolate Oranges,Consumable,55,Masterwork,52
9660,Recipe: Tray of Ginger Pear Tarts,Consumable,55,Masterwork,52
9661,Recipe: Tray of Orange Coconut Bars,Consumable,55,Masterwork,52
9662,Recipe: Giant Orange Coconut Cake,Consumable,55,Masterwork,52
9663,Recipe: Tray of Pumpkin Pies,Consumable,55,Masterwork,52
9664,Recipe: Giant Chocolate Raspberry Cake,Consumable,75,Masterwork,66
9665,Recipe: Tray of Chocolate Raspberry Cookies,Consumable,75,Masterwork,66
9666,Recipe: Tray of Chocolate Raspberry Creams,Consumable,75,Masterwork,66
9667,Recipe: Tray of Mixed Berry Pies,Consumable,75,Masterwork,66
9668,Recipe: Tray of Peach Cookies,Consumable,75,Masterwork,66
9669,Recipe: Tray of Peach Pies,Consumable,75,Masterwork,66
9670,Recipe: Tray of Peach Tarts,Consumable,75,Masterwork,66
9671,Recipe: Tray of Raspberry Peach Bars,Consumable,75,Masterwork,66
9672,Recipe: Tray of Raspberry Peach Compote,Consumable,75,Masterwork,66
9673,Recipe: Giant Chocolate Omnomberry Cake,Consumable,80,Masterwork,66
9674,Recipe: Tray of Chocolate Omnomberry Creams,Consumable,80,Masterwork,66
9675,Recipe: Tray of Mango Pies,Consumable,80,Masterwork,66
9676,Recipe: Tray of Omnomberry Bars,Consumable,80,Masterwork,66
9677,Recipe: Tray of Omnomberry Compote,Consumable,80,Masterwork,66
9678,Recipe: Tray of Omnomberry Cookies,Consumable,80,Masterwork,66
9679,Recipe: Tray of Omnomberry Pies,Consumable,80,Masterwork,66
9680,Recipe: Tray of Omnomberry Tarts,Consumable,80,Masterwork,66
9681,Recipe: Tray of Spicy Chocolate Cookies,Consumable,80,Masterwork,66
9682,Recipe: Feast of Meatball Dinners,Consumable,25,Masterwork,31
9683,Recipe: Feast of Pepper Steak Dinners,Consumable,25,Masterwork,31
9684,Recipe: Feast of Pepper Steaks,Consumable,25,Masterwork,31
9685,Recipe: Feast of Sage-Stuffed Poultry,Consumable,25,Masterwork,31
9686,Recipe: Feast of Spinach Burgers,Consumable,25,Masterwork,31
9687,Recipe: Feast of Stuffed Peppers,Consumable,25,Masterwork,31
9688,Recipe: Feast of Turnip Casseroles,Consumable,25,Masterwork,31
9689,Recipe: Feast of Veggie Burgers,Consumable,25,Masterwork,31
9690,Recipe: Feast of Veggie Pizzas,Consumable,25,Masterwork,31
9691,Recipe: Feast of Cabbage Stirfry,Consumable,40,Masterwork,41
9692,Recipe: Feast of Deluxe Burgers,Consumable,40,Masterwork,41
9693,Recipe: Feast of Dill Meatball Dinners,Consumable,40,Masterwork,41
9694,Recipe: Feast of Dilled Poultry Piccata,Consumable,40,Masterwork,41
9695,Recipe: Feast of Mushroom Pizzas,Consumable,40,Masterwork,41
9696,Recipe: Feast of Rosemary-Roasted Meat,Consumable,40,Masterwork,41
9697,Recipe: Feast of Sesame-Roasted Dinners,Consumable,40,Masterwork,41
9698,Recipe: Feast of Sesame-Roasted Meat,Consumable,40,Masterwork,41
9699,Recipe: Feast of Spicy Lime Steaks,Consumable,40,Masterwork,41
9700,Recipe: Feast of Stuffed Zucchinis,Consumable,40,Masterwork,41
9701,Recipe: Feast of Avocado Stirfry,Consumable,60,Masterwork,52
9702,Recipe: Feast of Citrus Clove Meat,Consumable,60,Masterwork,52
9703,Recipe: Feast of Citrus Poultry with Almonds,Consumable,60,Masterwork,52
9704,Recipe: Feast of Coriander Crusted Meat Dinner,Consumable,60,Masterwork,52
9705,Recipe: Feast of Coriander Crusted Meat,Consumable,60,Masterwork,52
9706,Recipe: Feast of Fancy Veggie Pizzas,Consumable,60,Masterwork,52
9707,Recipe: Feast of Horseradish Burgers,Consumable,60,Masterwork,52
9708,Recipe: Pot of Mushroom Risotto,Consumable,60,Masterwork,52
9709,Recipe: Feast of Pesto Pasta Salad,Consumable,60,Masterwork,52
9710,Recipe: Feast of Roast Meat with Mint Sauce,Consumable,60,Masterwork,52
9711,Recipe: Feast of Eggplant Stirfry,Consumable,75,Masterwork,66
9712,Recipe: Pot of Mushroom and Asparagus Risotto,Consumable,75,Masterwork,66
9713,Recipe: Feast of Poultry Tarragon Pasta,Consumable,75,Masterwork,66
9714,Recipe: Feast of Roast Meat with Braised Leeks,Consumable,75,Masterwork,66
9715,Recipe: Feast of Spicier Flank Steaks,Consumable,75,Masterwork,66
9716,Recipe: Feast of Spicy Cheeseburgers,Consumable,75,Masterwork,66
9717,Recipe: Feast of Steak and Asparagus Dinner,Consumable,75,Masterwork,66
9718,Recipe: Feast of Steak and Asparagus,Consumable,75,Masterwork,66
9719,Recipe: Feast of Super Veggie Pizzas,Consumable,75,Masterwork,66
9720,Recipe: Feast of Tarragon Stuffed Poultry,Consumable,75,Masterwork,66
9721,Recipe: Feast of Fancy Truffle Burgers,Consumable,80,Masterwork,66
9722,Recipe: Feast of Fire Flank Steak,Consumable,80,Masterwork,66
9723,Recipe: Feast of Lemongrass Poultry,Consumable,80,Masterwork,66
9724,Recipe: Feast of Lotus Stirfry,Consumable,80,Masterwork,66
9725,Recipe: Feast of Orrian Steak Frittes,Consumable,80,Masterwork,66
9726,Recipe: Feast of Rare Veggie Pizzas,Consumable,80,Masterwork,66
9727,Recipe: Feast of Truffle Ravioli,Consumable,80,Masterwork,66
9728,Recipe: Pot of Truffle Risotto,Consumable,80,Masterwork,66
9729,Recipe: Feast of Truffle Steak Dinner,Consumable,80,Masterwork,66
9730,Recipe: Feast of Truffle Steak,Consumable,80,Masterwork,66
9731,Recipe: Feast of Ascalonian Salad,Consumable,25,Masterwork,31
9732,Recipe: Tray of Banana Bread,Consumable,25,Masterwork,31
9733,Recipe: Feast of Bean Salad,Consumable,25,Masterwork,31
9734,Recipe: Feast of Clam Cakes,Consumable,25,Masterwork,31
9735,Recipe: Tray of Garlic Bread,Consumable,25,Masterwork,31
9736,Recipe: Feast of Garlic Spinach Sautee,Consumable,25,Masterwork,31
9737,Recipe: Feast of Sage-Stuffed Mushrooms,Consumable,25,Masterwork,31
9738,Recipe: Feast of Avocado Salsa,Consumable,40,Masterwork,41
9739,Recipe: Feast of Coleslaw,Consumable,40,Masterwork,41
9740,Recipe: Feast of Divinity Stuffed Mushrooms,Consumable,40,Masterwork,41
9741,Recipe: Feast of Grilled Portobello Mushrooms,Consumable,40,Masterwork,41
9742,Recipe: Tray of Rosemary Bread,Consumable,40,Masterwork,41
9744,Recipe: Feast of Spiced Mashed Yams,Consumable,40,Masterwork,41
9745,Recipe: Feast of Yam Fritters,Consumable,40,Masterwork,41
9746,Recipe: Tray of Zucchini Bread,Consumable,40,Masterwork,41
9747,Recipe: Feast of Cabbage and Chickpea Salad,Consumable,55,Masterwork,52
9748,Recipe: Feast of Cauliflower Sautee,Consumable,55,Masterwork,52
9749,Recipe: Feast of Chickpea Fritters,Consumable,55,Masterwork,52
9750,Recipe: Feast of Chickpea Salad,Consumable,55,Masterwork,52
9751,Recipe: Feast of Eztlitl Stuffed Mushrooms,Consumable,55,Masterwork,52
9752,Recipe: Feast of Hummus,Consumable,55,Masterwork,52
9753,Recipe: Tray of Pumpkin Bread,Consumable,55,Masterwork,52
9754,Recipe: Feast of Roasted Rutabagas,Consumable,55,Masterwork,52
9755,Recipe: Tray of Spiced Bread,Consumable,55,Masterwork,52
9756,Recipe: Feast of Asparagus and Sage Salad,Consumable,75,Masterwork,66
9757,Recipe: Feast of Eggplant Fritters,Consumable,75,Masterwork,66
9758,Recipe: Feast of Eggplant Sautee,Consumable,75,Masterwork,66
9759,Recipe: Feast of Mango Salsa,Consumable,75,Masterwork,66
9760,Recipe: Tray of Raspberry Peach Bread,Consumable,75,Masterwork,66
9761,Recipe: Feast of Roasted Artichokes,Consumable,75,Masterwork,66
9762,Recipe: Feast of Roasted Parsnips,Consumable,75,Masterwork,66
9763,Recipe: Feast of Spicy Stuffed Mushrooms,Consumable,75,Masterwork,66
9764,Recipe: Tray of Tarragon Bread,Consumable,75,Masterwork,66
9765,Recipe: Feast of Fire Salsa,Consumable,80,Masterwork,66
9766,Recipe: Feast of Ghost Pepper Poppers,Consumable,80,Masterwork,66
9767,Recipe: Feast of Lotus Fries,Consumable,80,Masterwork,66
9768,Recipe: Tray of Omnomberry Bread,Consumable,80,Masterwork,66
9769,Recipe: Feast of Roasted Lotus Root,Consumable,80,Masterwork,66
9770,Recipe: Tray of Saffron Bread,Consumable,80,Masterwork,66
9771,Recipe: Feast of Saffron Stuffed Mushrooms,Consumable,80,Masterwork,66
9772,Recipe: Feast of Seaweed Salad,Consumable,80,Masterwork,66
9773,Recipe: Feast of Truffle Sautee,Consumable,80,Masterwork,66
9774,Recipe: Pot of Beet and Bean Stew,Consumable,25,Masterwork,31
9775,Recipe: Pot of Clam Chowder,Consumable,25,Masterwork,31
9776,Recipe: Pot of Fancy Bean Chilli,Consumable,25,Masterwork,31
9777,Recipe: Pot of Hearty Red Meat Stew,Consumable,25,Masterwork,31
9778,Recipe: Pot of Meat and Bean Chilli,Consumable,25,Masterwork,31
9779,Recipe: Pot of Savory Spinach and Poultry Soup,Consumable,25,Masterwork,31
9780,Recipe: Pot of Chili and Avocado,Consumable,40,Masterwork,41
9781,Recipe: Pot of Creamy Portobello Soup,Consumable,40,Masterwork,41
9782,Recipe: Pot of Dilled Clam Chowder,Consumable,40,Masterwork,41
9783,Recipe: Pot of Kale and Poultry Soup,Consumable,40,Masterwork,41
9784,Recipe: Pot of Kale Soup,Consumable,40,Masterwork,41
9785,Recipe: Pot of Meat and Cabbage Stew,Consumable,40,Masterwork,41
9786,Recipe: Pot of Tomato Zucchini Soup,Consumable,40,Masterwork,41
9787,Recipe: Pot of Yam Soup,Consumable,40,Masterwork,41
9788,Recipe: Pot of Zucchini Chili,Consumable,40,Masterwork,41
9789,Recipe: Pot of Cauliflower Soup,Consumable,60,Masterwork,52
9790,Recipe: Pot of Chickpea and Poultry Soup,Consumable,60,Masterwork,52
9791,Recipe: Pot of Chickpea Soup,Consumable,60,Masterwork,52
9792,Recipe: Pot of Fancy Creamy Mushroom Soup,Consumable,60,Masterwork,52
9793,Recipe: Pot of Hearty Poultry Soup,Consumable,60,Masterwork,52
9794,Recipe: Pot of Pumpkin Bisque,Consumable,60,Masterwork,52
9795,Recipe: Pot of Spiced Meat and Cabbage Stew,Consumable,60,Masterwork,52
9796,Recipe: Pot of Spiced Meat Chili,Consumable,60,Masterwork,52
